
POP_1	0	0.24006	0.172482	0.175611	0.296677	0.19125	0.248199	0.183486	0.169831	0.201085	0.350531	0.225015	0.189716	0.17953	0.327454
POP_2	0.24006	0	0.133093	0.152522	0.215975	0.159467	0.206634	0.137375	0.172664	0.149497	0.216764	0.144774	0.122073	0.142894	0.266592
POP_3	0.172482	0.133093	0	0.0641486	0.153807	0.0845233	0.165533	0.0608736	0.100008	0.117057	0.189975	0.102974	0.0586942	0.071218	0.2404
POP_4	0.175611	0.152522	0.0641486	0	0.120306	0.0571265	0.116757	0.0335946	0.0592393	0.0919738	0.189168	0.0624397	0.039848	0.0555552	0.240427
POP_5	0.296677	0.215975	0.153807	0.120306	0	0.153092	0.183003	0.112166	0.157381	0.176854	0.260212	0.16107	0.147513	0.138937	0.324871
POP_6	0.19125	0.159467	0.0845233	0.0571265	0.153092	0	0.136869	0.0510661	0.0708268	0.0719126	0.209493	0.0721597	0.0596905	0.0674554	0.259022
POP_7	0.248199	0.206634	0.165533	0.116757	0.183003	0.136869	0	0.0927249	0.0986805	0.174114	0.289781	0.122333	0.107534	0.116603	0.413538
POP_8	0.183486	0.137375	0.0608736	0.0335946	0.112166	0.0510661	0.0927249	0	0.0526517	0.0613079	0.16896	0.0488071	0.0255941	0.0334852	0.227095
POP_9	0.169831	0.172664	0.100008	0.0592393	0.157381	0.0708268	0.0986805	0.0526517	0	0.0937441	0.193573	0.0899849	0.0767924	0.0798052	0.274756
POP_10	0.201085	0.149497	0.117057	0.0919738	0.176854	0.0719126	0.174114	0.0613079	0.0937441	0	0.204252	0.0972297	0.0698485	0.0759513	0.273372
POP_11	0.350531	0.216764	0.189975	0.189168	0.260212	0.209493	0.289781	0.16896	0.193573	0.204252	0	0.244642	0.175986	0.191151	0.267331
POP_12	0.225015	0.144774	0.102974	0.0624397	0.16107	0.0721597	0.122333	0.0488071	0.0899849	0.0972297	0.244642	0	0.0596267	0.0793345	0.295681
POP_13	0.189716	0.122073	0.0586942	0.039848	0.147513	0.0596905	0.107534	0.0255941	0.0767924	0.0698485	0.175986	0.0596267	0	0.0426146	0.244615
POP_14	0.17953	0.142894	0.071218	0.0555552	0.138937	0.0674554	0.116603	0.0334852	0.0798052	0.0759513	0.191151	0.0793345	0.0426146	0	0.221938
POP_15	0.327454	0.266592	0.2404	0.240427	0.324871	0.259022	0.413538	0.227095	0.274756	0.273372	0.267331	0.295681	0.244615	0.221938	0
